Image,Method,Precision,Recall,F1,IoU,TimeSeconds,Status
20160222_080933_361_1.jpg,Otsu,1,0.814914206717085,0.898019535800699,0.737603007083996,0.5497559,Success
20160222_080933_361_1.jpg,Sauvola,0.922976622892801,0.937952346100675,0.930404226343596,0.785500650195059,0.3469085,Success
20160222_080933_361_1.jpg,Canny,0.194593010476958,0.826705700577377,0.315032515585454,0.163871108411593,0.2231982,Success
20160222_080933_361_1.jpg,U-Net,0.974350854971501,0.991461332032203,0.982831628497723,0.89498147524419,9.0308725,Success
20160222_080933_361_641.jpg,Otsu,1,0.840396609627379,0.913277719847063,0.702215352910871,0.0663838,Success
20160222_080933_361_641.jpg,Sauvola,0.791841458122378,0.946905485367024,0.862459051956542,0.632188235294118,0.2073447,Success
20160222_080933_361_641.jpg,Canny,0.106660202411975,0.771949464257157,0.187424038758022,0.0952003622368123,0.1182393,Success
20160222_080933_361_641.jpg,U-Net,0.737803468208093,0.991044298736606,0.845876582931219,0.638116747741487,0.1341997,Success
